Warrants Actions;;;;;;;;;;
Type Warrant;Prix d'exercice;Échéance;Achat;Vente;Parité (warrant/ss-jacent);Delta;Effet de levier;Mnémo;Isin;Dernière mise à jour
ACCOR  34,56 €;;;;;;;;;;
Call;85 €;17 sept. 10;0,88 € (c);0,89 € (c);10/1;48,7 %;4,59;0153S;FR0010797381;08/02/2010 17:20:10
Call;95 €;17 sept. 10;0,49 € (c);0,50 € (c);10/1;32,2 %;5,43;0343S;FR0010806067;08/02/2010 17:26:31
Call;100 €;17 déc. 10;0,48 € (c);0,49 € (c);10/1;30,3 %;5,22;0723S;FR0010837179;08/02/2010 17:19:16
Call;100 €;18 mars 11;0,65 € (c);0,66 € (c);10/1;34,7 %;4,42;0809S;FR0010838037;08/02/2010 17:20:10
Call;85 €;16 mars 12;1,60 € (c);1,65 € (c);10/1;55,1 %;2,83;9352S;FR0010677344;08/02/2010 17:27:08
Call;100 €;15 mars 13;1,39 € (c);1,43 € (c);10/1;44,9 %;2,66;6000S;FR0010724021;08/02/2010 17:25:57
Call;120 €;15 mars 13;0,43 € (c);0,44 € (c);20/1;32,3 %;3,10;8816S;FR0010644005;08/02/2010 17:05:25
Call;140 €;21 mars 14;0,87 € (c);0,88 € (c);10/1;27,4 %;2,61;0724S;FR0010837187;08/02/2010 17:27:53
;;;;;;;;;;
RENAULT  32,69 €;;;;;;;;;;
Call;30 €;19 mars 10;0,79 € (c);0,80 € (c);5/1;72 %;5,91;6545S;FR0010760215;08/02/2010 17:28:55
Call;35 €;19 mars 10;0,26 € (c);0,27 € (c);5/1;35,4 %;8,73;0810S;FR0010838045;08/02/2010 17:28:48
Call;40 €;19 mars 10;0,03 € (c);0,05 € (c);5/1;6,8 %;10,90;0154S;FR0010797399;08/02/2010 16:57:30
Put;30 €;19 mars 10;0,23 € (c);0,24 € (c);5/1; 28 %;7,79;0155S;FR0010797407;08/02/2010 17:28:55
Call;40 €;18 juin 10;0,22 € (c);0,23 € (c);5/1;21,3 %;6,14;6713S;FR0010774265;08/02/2010 17:17:51
Call;45 €;18 juin 10;0,06 € (c);0,07 € (c);5/1;7,9 %;7,92;0577S;FR0010818419;08/02/2010 17:08:30
Call;50 €;18 juin 10;0,02 € (c);0,04 € (c);5/1;3 %;6,38;0535S;FR0010817957;08/02/2010 17:07:20
Put;30 €;18 juin 10;0,54 € (c);0,56 € (c);5/1; 33,6 %;4,03;0811S;FR0010838052;08/02/2010 17:29:50
Call;45 €;17 sept. 10;0,26 € (c);0,27 € (c);5/1;18,6 %;4,57;0156S;FR0010797415;08/02/2010 17:18:12
Call;45 €;17 déc. 10;0,41 € (c);0,42 € (c);5/1;26,1 %;4,12;0725S;FR0010837195;08/02/2010 17:29:50
Call;50 €;18 mars 11;0,35 € (c);0,36 € (c);5/1;21,3 %;3,91;0726S;FR0010837203;08/02/2010 17:17:51
Call;40 €;16 mars 12;1,22 € (c);1,26 € (c);5/1;50,3 %;2,64;6002S;FR0010724047;08/02/2010 17:29:50
Call;50 €;16 mars 12;0,41 € (c);0,42 € (c);10/1;33,8 %;2,65;0953S;FR0010852939;08/02/2010 17:22:25
Call;60 €;16 mars 12;0,12 € (c);0,13 € (c);10/1;15,8 %;4,08;9360S;FR0010677427;08/02/2010 17:02:27
Call;60 €;15 mars 13;0,68 € (c);0,69 € (c);5/1;29,7 %;2,83;6003S;FR0010724054;08/02/2010 17:22:37
Call;100 €;15 mars 13;0,06 € (c);0,07 € (c);10/1;7,1 %;3,54;8823S;FR0010644070;08/02/2010 17:18:12
Call;75 €;21 mars 14;0,81 € (c);0,82 € (c);5/1;27,8 %;2,22;0812S;FR0010838060;08/02/2010 17:22:37
;;;;;;;;;;
RHODIA  12,33 €;;;;;;;;;;
Call;17 €;19 mars 10;0,06 € (c);0,07 € (c);4/1;13,6 %;6,41;0458S;FR0010815381;08/02/2010 16:48:52
Call;19 €;18 juin 10;0,20 € (c);0,21 € (c);4/1;25,3 %;3,83;0813S;FR0010838078;08/02/2010 17:21:51
Call;20 €;17 sept. 10;0,33 € (c);0,34 € (c);4/1;31,9 %;2,94;0459S;FR0010815399;08/02/2010 17:26:59
Call;22 €;17 déc. 10;0,41 € (c);0,42 € (c);4/1;34,3 %;2,57;0814S;FR0010838086;08/02/2010 17:14:53
;;;;;;;;;;
SAINT GOBAIN  32,28 €;;;;;;;;;;
Call;35 €;19 mars 10;0,21 € (c);0,22 € (c);5/1;32,5 %;9,79;0157S;FR0010797423;08/02/2010 17:24:34
Call;40 €;19 mars 10;0,04 € (c);0,06 € (c);5/1;7,7 %;9,95;0346S;FR0010806091;08/02/2010 17:23:43
Call;45 €;19 mars 10;0,01 € (c);0,03 € (c);5/1;1 %;3,25;0536S;FR0010817965;08/02/2010 09:03:36
Put;30 €;19 mars 10;0,23 € (c);0,24 € (c);5/1; 29,4 %;8,09;0158S;FR0010797431;08/02/2010 17:24:34
Call;35 €;18 juin 10;0,21 € (c);0,22 € (c);10/1;38,2 %;5,75;6461S;FR0010759332;08/02/2010 17:24:13
Call;37 €;18 juin 10;0,32 € (c);0,33 € (c);5/1;29,3 %;5,82;0942S;FR0010852822;08/02/2010 17:29:54
Call;40 €;18 juin 10;0,21 € (c);0,22 € (c);5/1;19,4 %;5,87;0370S;FR0010806448;08/02/2010 17:14:51
Call;45 €;18 juin 10;0,07 € (c);0,08 € (c);5/1;7,5 %;6,41;0537S;FR0010817973;08/02/2010 16:59:17
Put;35 €;18 juin 10;1,14 € (c);1,18 € (c);5/1; 61,9 %;3,43;0727S;FR0010837211;08/02/2010 17:29:54
Call;40 €;17 sept. 10;0,37 € (c);0,38 € (c);5/1;27,3 %;4,71;0159S;FR0010797449;08/02/2010 17:24:13
Call;45 €;17 sept. 10;0,18 € (c);0,19 € (c);5/1;14,9 %;5,19;0728S;FR0010837229;08/02/2010 17:00:02
Call;50 €;17 sept. 10;0,06 € (c);0,07 € (c);5/1;7,4 %;7,34;0538S;FR0010817981;08/02/2010 17:29:33
Call;45 €;17 déc. 10;0,28 € (c);0,29 € (c);5/1;20,9 %;4,75;0943S;FR0010852830;08/02/2010 17:23:43
Call;50 €;17 déc. 10;0,16 € (c);0,17 € (c);5/1;12,5 %;4,89;0729S;FR0010837237;08/02/2010 17:29:54
Call;50 €;18 mars 11;0,29 € (c);0,30 € (c);5/1;17,3 %;3,80;0730S;FR0010837245;08/02/2010 17:24:34
Call;45,43 €;16 mars 12;0,41 € (c);0,42 € (c);9,08/1;35,1 %;3,01;9362S;FR0010677443;08/02/2010 16:59:21
Call;68,14 €;15 mars 13;0,18 € (c);0,19 € (c);9,08/1;16,3 %;3,11;8830S;FR0010644146;08/02/2010 16:54:31
Call;80 €;21 mars 14;0,45 € (c);0,46 € (c);5/1;16,9 %;2,39;0731S;FR0010837252;08/02/2010 16:59:21
;;;;;;;;;;
SANOFI AVENTIS  53 €;;;;;;;;;;
Call;50 €;19 mars 10;0,43 € (s);0,44 € (s);10/1;--;--;0262S;FR0010801787;08/02/2010 16:37:43
Call;55 €;19 mars 10;0,14 € (c);0,15 € (c);10/1;37,8 %;13,84;0160S;FR0010797456;08/02/2010 17:29:05
Call;60 €;19 mars 10;0,09 € (c);0,10 € (c);4/1;12,5 %;17,45;0954S;FR0010852947;08/02/2010 16:48:22
Put;50 €;19 mars 10;0,12 € (c);0,13 € (c);10/1; 27,8 %;11,82;0161S;FR0010797464;08/02/2010 17:26:25
Call;55 €;18 juin 10;0,21 € (c);0,22 € (c);10/1;36,8 %;9,09;6463S;FR0010759357;08/02/2010 17:28:54
Call;60 €;18 juin 10;0,10 € (c);0,11 € (c);10/1;20 %;10,07;0578S;FR0010818427;08/02/2010 17:29:05
Put;45 €;18 juin 10;0,19 € (c);0,20 € (c);10/1; 24,6 %;6,70;0815S;FR0010838094;08/02/2010 17:28:54
Call;55 €;17 sept. 10;0,35 € (c);0,36 € (c);10/1;42,1 %;6,30;0162S;FR0010797472;08/02/2010 17:26:01
Call;60 €;17 sept. 10;0,44 € (c);0,45 € (c);5/1;28 %;6,67;0955S;FR0010852954;08/02/2010 17:29:05
Call;60 €;17 déc. 10;0,29 € (c);0,30 € (c);10/1;32,9 %;5,94;0732S;FR0010837260;08/02/2010 17:09:43
Call;65 €;17 déc. 10;0,18 € (c);0,19 € (c);10/1;22 %;6,30;0579S;FR0010818435;08/02/2010 16:39:36
Call;60 €;18 mars 11;0,38 € (c);0,39 € (c);10/1;36,2 %;4,99;0733S;FR0010837278;08/02/2010 17:29:13
Call;65 €;16 mars 12;0,44 € (c);0,45 € (c);10/1;32,9 %;3,91;0734S;FR0010837286;08/02/2010 16:48:21
Call;70 €;16 mars 12;0,23 € (c);0,24 € (c);10/1;23,7 %;5,34;9363S;FR0010677450;08/02/2010 17:28:54
Call;70 €;15 mars 13;0,45 € (c);0,46 € (c);10/1;31 %;3,63;0735S;FR0010837294;08/02/2010 17:09:49
Call;80 €;15 mars 13;0,25 € (c);0,26 € (c);10/1;20,3 %;4,20;8831S;FR0010644153;08/02/2010 16:34:54
Call;80 €;21 mars 14;0,40 € (c);0,41 € (c);10/1;25 %;3,27;0736S;FR0010837302;08/02/2010 16:34:55
;;;;;;;;;;
SCHNEIDER ELECTRIC  72,96 €;;;;;;;;;;
Call;75 €;19 mars 10;0,32 € (c);0,33 € (c);10/1;43,4 %;9,74;0164S;FR0010797498;08/02/2010 17:19:53
Call;85 €;19 mars 10;0,06 € (c);0,07 € (c);10/1;10,4 %;11,65;0539S;FR0010817999;08/02/2010 16:49:10
Put;60 €;19 mars 10;0,05 € (c);0,06 € (c);10/1; 9,1 %;12,03;0165S;FR0010797506;08/02/2010 16:49:05
Call;65 €;18 juin 10;1,06 € (c);1,11 € (c);10/1;68 %;4,59;6721S;FR0010774349;08/02/2010 17:29:54
Call;90 €;18 juin 10;0,13 € (c);0,14 € (c);10/1;14,5 %;7,84;0540S;FR0010818005;08/02/2010 17:25:11
Call;80 €;17 sept. 10;0,58 € (c);0,59 € (c);10/1;39,4 %;4,92;0166S;FR0010797514;08/02/2010 17:27:01
Call;90 €;17 sept. 10;0,29 € (c);0,30 € (c);10/1;23,7 %;5,89;0541S;FR0010818013;08/02/2010 17:14:07
Call;95 €;17 déc. 10;0,33 € (c);0,34 € (c);10/1;23,3 %;5,07;0737S;FR0010837310;08/02/2010 17:25:11
Call;100 €;18 mars 11;0,36 € (c);0,37 € (c);10/1;22,8 %;4,57;0738S;FR0010837328;08/02/2010 17:16:02
Call;100 €;15 mars 13;1,02 € (c);1,05 € (c);10/1;38,8 %;2,74;6006S;FR0010724112;08/02/2010 17:25:11
Call;130 €;15 mars 13;0,44 € (c);0,45 € (c);10/1;21,2 %;3,49;8836S;FR0010644203;08/02/2010 17:14:55
Call;140 €;21 mars 14;0,65 € (c);0,66 € (c);10/1;23 %;2,56;0739S;FR0010837336;08/02/2010 16:57:12
;;;;;;;;;;
SOCIETE GENERALE  38,93 €;;;;;;;;;;
Call;132,19 €;17 mars 10;0,01 € (c);0,02 € (c);8,81/1;0 %;  ;1662S;FR0010305706;08/02/2010 09:00:01
Call;150,82 €;17 mars 10;0,01 € (c);0,02 € (c);17,75/1;0 %;  ;3298S;FR0010393579;08/02/2010 09:00:01
Call;28,43 €;19 mars 10;1,13 € (c);1,16 € (c);9,48/1;93,1 %;3,34;6155S;FR0010732230;08/02/2010 17:28:54
Call;37,91 €;19 mars 10;0,36 € (c);0,37 € (c);9,48/1;60,1 %;6,79;6010S;FR0010724153;08/02/2010 17:24:23
Call;42,65 €;19 mars 10;0,14 € (c);0,15 € (c);9,48/1;31,2 %;8,85;6550S;FR0010760264;08/02/2010 17:29:43
Call;47,39 €;19 mars 10;0,03 € (c);0,05 € (c);9,48/1;8,2 %;8,34;9570S;FR0010694927;08/02/2010 16:49:00
Call;50 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;5 %;9,64;0816S;FR0010838102;08/02/2010 09:01:48
Call;52,13 €;19 mars 10;0,01 € (c);0,03 € (c);9,48/1;1,9 %;3,86;6551S;FR0010760272;08/02/2010 09:01:48
Call;55 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;0,8 %;1,47;0817S;FR0010838110;08/02/2010 09:01:48
Call;56,87 €;19 mars 10;0,01 € (c);0,03 € (c);9,48/1;0,2 %;0,44;9571S;FR0010694935;08/02/2010 09:01:49
Call;60 €;19 mars 10;0,01 € (c);0,03 € (c);10/1;0,1 %;0,13;0818S;FR0010838128;08/02/2010 09:01:48
Call;61,61 €;19 mars 10;0,01 € (c);0,03 € (c);9,48/1;0 %;0,04;0168S;FR0010797530;08/02/2010 09:01:50
Call;66,35 €;19 mars 10;--;--;9,48/1;--;--;8843S;FR0010644278;27/01/2010 09:03:50
Call;75,82 €;19 mars 10;--;--;18,96/1;--;--;8028S;FR0010610105;27/01/2010 09:03:52
Call;85,30 €;19 mars 10;0,01 € (c);0,03 € (c);9,48/1;0 %;  ;2575S;FR0010590430;08/02/2010 10:06:37
Call;94,78 €;19 mars 10;--;--;9,48/1;--;--;2577S;FR0010590448;27/01/2010 09:03:51
Call;133,08 €;19 mars 10;0,01 € (c);0,02 € (c);17,75/1;0 %;  ;2393S;FR0010513770;08/02/2010 10:06:37
Call;159,69 €;19 mars 10;0,01 € (c);0,02 € (c);17,75/1;0 %;  ;4339S;FR0010442509;08/02/2010 10:06:37
Call;177,44 €;19 mars 10;--;--;17,75/1;--;--;1022S;FR0010467985;20/07/2009 09:00:00
Call;105,75 €;31 mars 10;--;--;17,62/1;--;--;4450S;FR0010240796;15/01/2010 09:09:47
Call;45 €;18 juin 10;0,42 € (c);0,43 € (c);5/1;31,7 %;5,81;0956S;FR0010852962;08/02/2010 17:28:43
Call;47,39 €;18 juin 10;0,07 € (c);0,08 € (c);18,96/1;21,1 %;5,69;6464S;FR0010759365;08/02/2010 16:49:00
Call;50 €;18 juin 10;0,08 € (c);0,09 € (c);10/1;15,8 %;7,21;0819S;FR0010838136;08/02/2010 17:07:53
Call;55 €;18 juin 10;0,02 € (c);0,04 € (c);10/1;5,1 %;6,36;0820S;FR0010838144;08/02/2010 13:49:20
Call;56,87 €;18 juin 10;0,01 € (c);0,03 € (c);18,96/1;3,7 %;3,83;6465S;FR0010759373;08/02/2010 09:01:50
Call;61,61 €;18 juin 10;0,01 € (c);0,03 € (c);9,48/1;1,5 %;2,98;0372S;FR0010806463;08/02/2010 09:01:48
Call;45 €;17 sept. 10;0,31 € (c);0,32 € (c);10/1;37,1 %;4,58;0957S;FR0010852970;08/02/2010 17:08:41
Call;50 €;17 sept. 10;0,18 € (c);0,19 € (c);10/1;22,7 %;4,75;0958S;FR0010852988;08/02/2010 17:02:39
Call;56,87 €;17 sept. 10;0,06 € (c);0,07 € (c);9,48/1;9,3 %;5,88;0169S;FR0010797548;08/02/2010 17:02:04
Call;61,61 €;17 sept. 10;0,02 € (c);0,04 € (c);9,48/1;4,3 %;5,74;0170S;FR0010797555;08/02/2010 16:49:10
Call;66,35 €;17 sept. 10;0,01 € (c);0,03 € (c);9,48/1;1,6 %;3,22;0171S;FR0010797563;08/02/2010 09:01:50
Call;33,17 €;17 déc. 10;1,01 € (c);1,04 € (c);9,48/1;71,5 %;2,87;6235S;FR0010737254;08/02/2010 17:28:43
Call;42,65 €;17 déc. 10;0,52 € (c);0,53 € (c);9,48/1;47,4 %;3,72;6011S;FR0010724161;08/02/2010 17:24:00
Call;45 €;17 déc. 10;0,40 € (c);0,42 € (c);10/1;40,9 %;3,84;0821S;FR0010838151;08/02/2010 17:29:46
Call;50 €;17 déc. 10;0,25 € (c);0,26 € (c);10/1;29,4 %;4,51;0959S;FR0010852996;08/02/2010 17:23:44
Call;52,13 €;17 déc. 10;0,18 € (c);0,19 € (c);9,48/1;21 %;4,66;9572S;FR0010694943;08/02/2010 17:28:36
Call;55 €;17 déc. 10;0,15 € (c);0,16 € (c);10/1;17,5 %;4,36;0822S;FR0010838169;08/02/2010 16:58:58
Call;61,61 €;17 déc. 10;0,06 € (c);0,07 € (c);9,48/1;8,1 %;5,11;9573S;FR0010694950;08/02/2010 17:18:05
Call;71,08 €;17 déc. 10;0,01 € (c);0,03 € (c);9,48/1;2,3 %;4,79;8844S;FR0010644286;08/02/2010 09:45:24
Call;80,56 €;17 déc. 10;0,01 € (c);0,03 € (c);9,48/1;0,7 %;1,38;8553S;FR0010635508;08/02/2010 09:45:24
Call;94,78 €;17 déc. 10;0,01 € (c);0,03 € (c);9,48/1;0,1 %;0,23;8272S;FR0010624692;08/02/2010 09:45:24
Call;104,26 €;17 déc. 10;--;--;18,96/1;--;--;3537S;FR0010595587;27/01/2010 09:03:52
Call;37,91 €;18 mars 11;0,80 € (c);0,81 € (c);9,48/1;60,7 %;3,10;6236S;FR0010737262;08/02/2010 17:28:43
Call;47,39 €;18 mars 11;0,39 € (c);0,40 € (c);9,48/1;37,6 %;3,92;6012S;FR0010724179;08/02/2010 17:29:04
Call;50 €;18 mars 11;0,33 € (c);0,34 € (c);10/1;32,3 %;3,75;0960S;FR0010853002;08/02/2010 17:16:45
Call;56,87 €;18 mars 11;0,16 € (c);0,18 € (c);9,48/1;18,1 %;4,24;9574S;FR0010694968;08/02/2010 17:29:46
Call;60 €;18 mars 11;0,11 € (c);0,12 € (c);10/1;12,5 %;4,19;0823S;FR0010838177;08/02/2010 16:55:44
Call;66,35 €;18 mars 11;0,04 € (c);0,06 € (c);9,48/1;6,1 %;4,94;0172S;FR0010797571;08/02/2010 16:54:38
Call;75,82 €;18 mars 11;0,01 € (c);0,03 € (c);9,48/1;1,8 %;3,62;8845S;FR0010644294;08/02/2010 09:01:47
Call;94,78 €;18 mars 11;0,01 € (c);0,03 € (c);18,96/1;0,3 %;0,31;4046S;FR0010605451;08/02/2010 09:01:50
Call;109 €;18 mars 11;--;--;18,96/1;--;--;3539S;FR0010595595;27/01/2010 09:03:52
Call;37,91 €;16 mars 12;1,02 € (c);1,05 € (c);9,48/1;61,6 %;2,45;6237S;FR0010737270;08/02/2010 17:24:34
Call;47,39 €;16 mars 12;0,59 € (c);0,60 € (c);9,48/1;43,5 %;3,00;6157S;FR0010732255;08/02/2010 17:28:43
Call;56,87 €;16 mars 12;0,33 € (c);0,34 € (c);9,48/1;28,6 %;3,52;6013S;FR0010724187;08/02/2010 17:24:23
Call;60 €;16 mars 12;0,29 € (c);0,30 € (c);10/1;23,5 %;3,11;0824S;FR0010838185;08/02/2010 17:29:43
Call;66,35 €;16 mars 12;0,12 € (c);0,13 € (c);9,48/1;12,6 %;4,12;9575S;FR0010694976;08/02/2010 17:00:01
Call;75,82 €;16 mars 12;0,11 € (c);0,12 € (c);9,48/1;10,7 %;3,84;9576S;FR0010694984;08/02/2010 17:21:54
Call;85,30 €;16 mars 12;0,02 € (c);0,04 € (c);18,96/1;3,6 %;2,39;8554S;FR0010635516;08/02/2010 13:50:14
Call;94,78 €;16 mars 12;0,01 € (c);0,03 € (c);9,48/1;2,4 %;5,04;2580S;FR0010590455;08/02/2010 10:03:18
Call;115,33 €;16 mars 12;0,01 € (c);0,03 € (c);17,75/1;0,7 %;0,76;4077S;FR0010553560;08/02/2010 10:03:18
Call;133,08 €;16 mars 12;0,01 € (c);0,03 € (c);17,75/1;0,4 %;0,45;3457S;FR0010545905;08/02/2010 09:01:49
Call;159,69 €;16 mars 12;--;--;17,75/1;--;--;3011S;FR0010529172;27/01/2010 09:03:47
Call;195,18 €;16 mars 12;--;--;17,75/1;--;--;3890S;FR0010421891;30/12/2009 10:56:57
Call;60 €;15 mars 13;0,42 € (c);0,43 € (c);10/1;30,2 %;2,78;0961S;FR0010853010;08/02/2010 17:24:15
Call;75 €;15 mars 13;0,23 € (c);0,24 € (c);10/1;17,6 %;2,92;0740S;FR0010837344;08/02/2010 17:29:43
Call;85,30 €;15 mars 13;0,14 € (c);0,15 € (c);9,48/1;10,8 %;3,01;9577S;FR0010694992;08/02/2010 16:49:00
Call;104,26 €;15 mars 13;0,03 € (c);0,05 € (c);9,48/1;4,8 %;4,98;8846S;FR0010644302;08/02/2010 10:41:37
Call;70 €;21 mars 14;0,41 € (c);0,42 € (c);10/1;26,7 %;2,51;0962S;FR0010853028;08/02/2010 17:21:54
Call;85 €;21 mars 14;0,25 € (c);0,26 € (c);10/1;17,7 %;2,72;0741S;FR0010837351;08/02/2010 17:23:44
;;;;;;;;;;
SOITEC  9,50 €;;;;;;;;;;
Call;9 €;19 mars 10;0,79 € (c);0,80 € (c);2/1;62,9 %;3,76;3549S;FR0010595629;08/02/2010 17:27:22
Call;10 €;19 mars 10;0,56 € (c);0,57 € (c);2/1;51,1 %;4,30;2618S;FR0010590505;08/02/2010 17:27:03
Call;12 €;19 mars 10;0,14 € (c);0,15 € (c);4/1;30,9 %;5,07;0963S;FR0010853036;08/02/2010 17:25:59
Call;13 €;19 mars 10;0,20 € (c);0,21 € (c);2/1;22,5 %;5,23;0825S;FR0010838193;08/02/2010 17:27:22
Call;14 €;19 mars 10;0,06 € (c);0,08 € (c);4/1;16,3 %;5,95;0964S;FR0010853044;08/02/2010 17:29:25
Call;15 €;19 mars 10;0,09 € (c);0,10 € (c);2/1;10,7 %;5,31;0742S;FR0010837369;08/02/2010 16:51:31
Call;20 €;19 mars 10;0,01 € (c);0,03 € (c);4/1;1,4 %;1,64;0460S;FR0010815407;08/02/2010 13:36:50
Call;15 €;18 juin 10;0,26 € (c);0,27 € (c);4/1;31,9 %;2,86;0965S;FR0010853051;08/02/2010 17:21:39
Call;17 €;18 juin 10;0,35 € (c);0,36 € (c);2/1;23,6 %;3,16;0743S;FR0010837377;08/02/2010 17:27:22
Call;20 €;17 sept. 10;0,27 € (c);0,28 € (c);4/1;28,4 %;2,44;0966S;FR0010853069;08/02/2010 16:49:36
Call;25 €;17 sept. 10;0,20 € (c);0,21 € (c);4/1;21,8 %;2,49;0461S;FR0010815415;08/02/2010 16:10:35
Call;11 €;17 déc. 10;1,43 € (c);1,48 € (c);2/1;60,8 %;1,99;3550S;FR0010595637;08/02/2010 17:29:25
Call;25 €;17 déc. 10;0,50 € (c);0,51 € (c);2/1;25,1 %;2,36;0744S;FR0010837385;08/02/2010 17:27:03
Call;12 €;18 mars 11;1,45 € (c);1,50 € (c);2/1;59,3 %;1,91;3551S;FR0010595645;08/02/2010 17:27:22
;;;;;;;;;;
STMICROELECTRONICS  5,905 €;;;;;;;;;;
Call;6 €;19 mars 10;0,14 € (c);0,15 € (c);2/1;46,1 %;9,38;0173S;FR0010797589;08/02/2010 17:18:24
Call;6,50 €;19 mars 10;0,05 € (c);0,06 € (c);2/1;21,3 %;11,41;0745S;FR0010837393;08/02/2010 16:50:38
Call;7 €;19 mars 10;0,01 € (c);0,03 € (c);2/1;9,2 %;13,79;0349S;FR0010806125;08/02/2010 09:01:49
Call;8 €;19 mars 10;0,01 € (c);0,03 € (c);2/1;0,8 %;1,22;0542S;FR0010818021;08/02/2010 09:01:48
Put;5 €;19 mars 10;0,02 € (c);0,04 € (c);2/1; 13,6 %;13,16;0174S;FR0010797597;08/02/2010 15:59:18
Call;6,50 €;18 juin 10;0,16 € (c);0,17 € (c);2/1;34,5 %;6,14;0746S;FR0010837401;08/02/2010 16:49:20
Call;7 €;18 juin 10;0,09 € (c);0,10 € (c);2/1;23,1 %;7,18;6552S;FR0010760280;08/02/2010 17:18:24
Call;8 €;18 juin 10;0,02 € (c);0,04 € (c);2/1;6,5 %;6,29;0543S;FR0010818039;08/02/2010 16:11:02
Call;7 €;17 sept. 10;0,15 € (c);0,16 € (c);2/1;29,1 %;5,53;0175S;FR0010797605;08/02/2010 16:50:38
Call;8 €;17 sept. 10;0,05 € (c);0,06 € (c);2/1;13,4 %;7,18;0350S;FR0010806133;08/02/2010 17:14:51
Call;7 €;17 déc. 10;0,21 € (c);0,22 € (c);2/1;33 %;4,51;0747S;FR0010837419;08/02/2010 16:49:31
Call;8 €;17 déc. 10;0,10 € (c);0,11 € (c);2/1;18,7 %;5,27;0580S;FR0010818443;08/02/2010 17:27:29
Call;7,50 €;18 mars 11;0,20 € (c);0,21 € (c);2/1;29,3 %;4,22;0748S;FR0010837427;08/02/2010 17:00:23
Call;8 €;16 mars 12;0,31 € (c);0,32 € (c);2/1;33,7 %;3,16;6015S;FR0010724203;08/02/2010 17:14:51
Call;10 €;16 mars 12;0,11 € (c);0,12 € (c);2/1;15,3 %;3,87;4093S;FR0010605527;08/02/2010 16:07:04
Call;12 €;16 mars 12;0,05 € (c);0,06 € (c);2/1;7,3 %;3,92;8034S;FR0010610162;08/02/2010 17:00:22
Call;15 €;16 mars 12;0,01 € (c);0,03 € (c);4/1;2,7 %;1,98;4135S;FR0010553727;08/02/2010 09:01:50
Call;20 €;16 mars 12;0,01 € (c);0,03 € (c);4/1;0,5 %;0,37;2270S;FR0010512863;08/02/2010 09:01:48
Call;30 €;16 mars 12;--;--;4/1;--;--;3902S;FR0010422014;30/12/2009 09:09:26
Call;10 €;15 mars 13;0,24 € (c);0,25 € (c);2/1;23,8 %;2,84;6016S;FR0010724211;08/02/2010 16:46:55
Call;15 €;15 mars 13;0,05 € (c);0,06 € (c);2/1;6,4 %;3,38;8850S;FR0010644344;08/02/2010 16:29:01
Call;12 €;21 mars 14;0,24 € (c);0,25 € (c);2/1;21,2 %;2,52;0749S;FR0010837435;08/02/2010 16:10:36
;;;;;;;;;;
SUEZ ENV. SA  15,80 €;;;;;;;;;;
Call;15 €;19 mars 10;0,32 € (c);0,34 € (c);4/1;68,3 %;8,05;0176S;FR0010797613;08/02/2010 17:29:49
Call;17 €;19 mars 10;0,09 € (c);0,10 € (c);4/1;27 %;11,19;0353S;FR0010806166;08/02/2010 16:29:06
Put;12 €;19 mars 10;--;--;4/1;--;--;0177S;FR0010797621;27/01/2010 09:03:53
Call;15 €;18 juin 10;0,40 € (c);0,41 € (c);4/1;57 %;5,56;6467S;FR0010759399;08/02/2010 17:18:09
Call;17 €;18 juin 10;0,17 € (c);0,18 € (c);4/1;32,2 %;7,27;0544S;FR0010818047;08/02/2010 17:14:37
Call;19 €;18 juin 10;0,14 € (c);0,15 € (c);2/1;15,2 %;8,24;0967S;FR0010853077;08/02/2010 16:10:32
Call;15 €;17 sept. 10;0,52 € (c);0,53 € (c);4/1;57,9 %;4,35;0178S;FR0010797639;08/02/2010 17:18:09
Call;17 €;17 sept. 10;0,31 € (c);0,32 € (c);4/1;39,7 %;4,97;0354S;FR0010806174;08/02/2010 16:49:19
Call;19 €;17 sept. 10;0,30 € (c);0,32 € (c);2/1;24 %;6,01;0968S;FR0010853085;08/02/2010 17:29:49
Call;19 €;17 déc. 10;0,21 € (c);0,22 € (c);4/1;28,3 %;5,18;0750S;FR0010837443;08/02/2010 16:10:32
Call;19 €;18 mars 11;0,29 € (c);0,30 € (c);4/1;32,7 %;4,36;0751S;FR0010837450;08/02/2010 16:49:19
;;;;;;;;;;
TECHNICOLOR  0,97 €;;;;;;;;;;
Call;4 €;16 mars 12;0,01 € (c);-- (bid only);2/1;9,3 %;2,23;9372S;FR0010677542;08/02/2010 15:48:50
;;;;;;;;;;
TECHNIP  48,70 €;;;;;;;;;;
Call;50 €;19 mars 10;0,50 € (s);0,51 € (s);5/1;--;--;0265S;FR0010801811;08/02/2010 17:08:17
Call;55 €;19 mars 10;0,15 € (c);0,16 € (c);5/1;18,3 %;11,54;0266S;FR0010801829;08/02/2010 17:26:54
Call;60 €;19 mars 10;0,02 € (c);0,04 € (c);5/1;3,6 %;11,66;0267S;FR0010801837;08/02/2010 16:46:52
Call;55 €;18 juin 10;0,46 € (c);0,47 € (c);5/1;31,9 %;6,70;0752S;FR0010837468;08/02/2010 17:23:22
Call;55 €;17 sept. 10;0,85 € (c);0,86 € (c);5/1;39,3 %;4,49;0268S;FR0010801845;08/02/2010 17:23:22
